Incident ID;Title (Company);Description;Date of occurrence;Jurisdiction;LINDDUN categories;Data exposure score;Identification score;Data Sensitivity score;Threat Actor;Techniques Used;Data Protection State;Root Cause (Why);Asset Type;Source;has_personal_data;has_special_categories;has_credentials
hibp-2023-10-18-Toumei-toumei.co.jp-Toumei;Toumei;In October 2023, the Japanese consultancy firm Toumei suffered a data breach. The breach exposed over 100M lines and 10GB of data including 77k unique email addresses along with names, phone numbers and physical addresses.;18.10.23 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2026-02-06-ToyBattles-toybattles.net-Toy Battles;ToyBattles;In February 2026, the online gaming community Toy Battles suffered a data breach. The incident exposed 1k unique email addresses alongside usernames, IP addresses and chat logs. Following the breach, Toy Battles self-submitted the data to Have I Been Pwned.;06.02.26 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-08-15-Tracki-tracki.com-Tracki;Tracki;In August 2024, a slew of security vulnerabilities were identified with a conglomerate of online services which included the GPS tracking service Tracki. Multiple vulnerabilities exposed the personal records of 372k users of the service including names and email addresses.;15.08.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2022-09-24-Traderie-traderie.com-Traderie;Traderie;In September 2022, the in-game trading marketplace Traderie suffered a data breach that exposed almost 400k records (this preceded a subsequent breach the following year). The incident exposed email and IP addresses, usernames and links to social media profiles.;24.09.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-12-17-TravelOK-travelok.com-Travel Oklahoma;TravelOK;In December 2020, the Oklahoma state Tourism and Recreation Department suffered a data breach. The incident exposed 637k email addresses across a variety of tables including age ranges against brochure orders and dates of birth against contest entries. Genders, names and physical addresses were also exposed.;17.12.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2021-11-23-Travelio-travelio.com-Travelio;Travelio;In November 2021, the Indonesian real estate website Travelio suffered a data breach that exposed over 470k customer accounts. The data included email addresses, names, password hashes, phone numbers and for some accounts, dates of birth, physical address and Facebook auth tokens.;23.11.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2024-01-16-Trello-trello.com-Trello;Trello;In January 2024, data was scraped from Trello and posted for sale on a popular hacking forum. Containing over 15M email addresses, names and usernames, the data was obtained by enumerating a publicly accessible resource using email addresses from previous breach corpuses. Trello advised that no unauthorised access had occurred.;16.01.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2018-06-12-TrikSpamBotnet--Trik Spam Botnet;TrikSpamBotnet;"In June 2018, the command and control server of a malicious botnet known as the ""Trik Spam Botnet"" was misconfigured such that it exposed the email addresses of more than 43 million people. The researchers who discovered the exposed Russian server believe the list of addresses was used to distribute various malware strains via malspam campaigns (emails designed to deliver malware).";12.06.18 00:00;Non-EU;No Label;1;1;0;Intern (Accidental);Exfiltration Over C2 Channel, Phishing;Unknown;Strategic Pre-Positioning;Hardware;HIBP;1;0;0
hibp-2025-03-25-TroyHuntMailchimpList-troyhunt.com-Troy Hunt's Mailchimp List;TroyHuntMailchimpList;In March 2025, a phishing attack successfully gained access to Troy Hunt's Mailchimp account and automatically exported a list of people who had subscribed to the newsletter for his personal blog. The exported list contained 16k email addresses and other data automatically collected by Mailchimp including IP address and a derived latitude, longitude and time zone.;25.03.25 00:00;Non-EU;Linkability, Identifiability;2;1;0;Extern (Intentional);Automated Exfiltration, Phishing;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-02-21-TrueFire-truefire.com-TrueFire;TrueFire;In February 2020, the guitar tuition website TrueFire suffered a data breach which impacted 600k members. The breach exposed extensive personal information including names, email and physical addresses, account balances and unsalted MD5 password hashes. The data was provided to HIBP by dehashed.com.;21.02.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2019-04-12-TruthFinder-truthfinder.com-Truth Finder;TruthFinder;In 2019, the public records search service TruthFinder suffered a data breach that later came to light in early 2023. The data included over 8M unique customer email addresses, names, phone numbers and passwords stored as scrypt hashes.;12.04.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-01-01-Twitter-twitter.com-Twitter;Twitter;In January 2022, a vulnerability in Twitter's platform allowed an attacker to build a database of the email addresses and phone numbers of millions of users of the social platform. In a disclosure notice later shared in August 2022, Twitter advised that the vulnerability was related to a bug introduced in June 2021 and that they are directly notifying impacted customers. The impacted data included either email address or phone number alongside other public information including the username, display name, bio, location and profile photo. The data included 6.7M unique email addresses across both active and suspended accounts, the latter appearing in a separate list of 1.4M addresses.;01.01.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2021-01-01-Twitter200M-twitter.com-Twitter (200M);Twitter200M;In early 2023, over 200M records scraped from Twitter appeared on a popular hacking forum. The data was obtained sometime in 2021 by abusing an API that enabled email addresses to be resolved to Twitter profiles. The subsequent results were then composed into a corpus of data containing email addresses alongside public Twitter profile information including names, usernames and follower counts.;01.01.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2025-05-06-Ualabee-ualabee.com-Ualabee;Ualabee;In May 2025, the South American mobility services platform Ualabee had hundreds of thousands of records scraped from an interface on their platform. The data included 472k unique email addresses along with names, profile photos, dates of birth and phone numbers.;06.05.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-07-28-Ubook-ubook.com-Ubook;Ubook;In July 2024, 700k unique email addresses from the audiobook platform Ubook were posted to a popular hacking forum. Allegedly scraped from the service, the data appears to be sourced from the Ubook Exchange (UBX) and also includes names, genders, dates of birth and links to profile photos.;28.07.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-01-26-Ulmon-ulmon.com-Ulmon;Ulmon;In January 2020, the travel app creator Ulmon suffered a data breach. The service had almost 1.3M records with 777k unique email addresses, names, passwords stored as bcrypt hashes and in some cases, social media profile IDs, telephone numbers and bios. The data was subsequently posted to a popular hacking forum.;26.01.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2025-11-17-UnderArmour-underarmour.com-Under Armour;UnderArmour;In November 2025, the Everest ransomware group claimed Under Armour as a victim and attempted to extort a ransom, alleging they had obtained access to 343GB of data. In January 2026, customer data from the incident was published publicly on a popular hacking forum, including 72M email addresses. Many records also contained additional personal information such as names, dates of birth, genders, geographic locations and purchase information.;17.11.25 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;0
hibp-2020-08-19-UnicoCampania-unicocampania.it-Unico Campania;UnicoCampania;In August 2020, the Neapolitan public transport website Unico Campania was hacked and the data extensively circulated. The breach contained 166k user records with email addresses and plain text passwords.;19.08.20 00:00;EU;Linkability;0;1;0;Extern (Intentional);Unknown;;Unknown;Network;HIBP;1;0;1
hibp-2019-12-14-Unigame-unigame.me-Unigame;Unigame;In December 2019, the now defunct gaming website Unigame (maker of Hunter Online) suffered a data breach that was later redistributed as part of a larger corpus of data. The data included 844k email addresses and salted MD5 password hashes.;14.12.19 00:00;Non-EU;Linkability;0;1;0;Extern (Intentional);Unknown;Strong;Challenge/Fun;Network;HIBP;1;0;1
hibp-2019-11-01-Universarium-universarium.org-Universarium;Universarium;"In approximately November 2019, the Russian ""Remote preparatory faculty for IT specialties"" Universarium suffered a data breach. The incident exposed 565k email addresses and passwords in plain text. Universarium did not respond to multiple attempts to make contact over a period of many weeks. The data was provided to HIBP by dehashed.com.";01.11.19 00:00;Non-EU;Linkability;0;1;0;Extern (Intentional);Unknown;;Unknown;Network;HIBP;1;0;0
hibp-2020-12-24-UC-universityofcalifornia.edu-University of California;UC;In December 2020, the University of California suffered a data breach due to vulnerability in in a third-party provider, Accellion. The breach exposed extensive personal data on both students and staff including 547 thousand unique email addresses, names, dates of birth, genders, social security numbers, ethnicities and other academic related data attributes. Further analysis is available in Exploring the Impact of the UC Data Breach. The data was provided to HIBP courtesy of Cyril Gorlla.;24.12.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;1;0
hibp-2025-10-30-UniversityOfPennsylvania-upenn.edu-University of Pennsylvania;UniversityOfPennsylvania;In October 2025, the University of Pennsylvania was the victim of a data breach followed by a ransom demand, largely affecting its donor database. After the incident, the attackers sent inflammatory emails to some victims. The data was later published online in February 2026 and included 624k unique email addresses alongside names and physical addresses. For some donor records, additional personal information was exposed, including gender and date of birth. A small subset of records also contained religion, spouse name, estimated income and donation history.;30.10.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Software, Services, Systems;HIBP;1;0;0
hibp-2021-01-26-Astoria-astoriacompany.com-Unverified Data Source;Astoria;In January 2021, over 11M unique email addresses were discovered by Night Lion Security alongside an extensive amount of personal information including names, physical and IP addresses, phone numbers and dates of birth. Some records also contained social security numbers, driver's license details, personal financial information and health-related data, depending on where the information was sourced from. Initially attributed to Astoria Company, they subsequently investigated the incident and confirmed the data did not originate from their services.;26.01.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Drive-by Compromise;Unknown;Unknown;Network;HIBP;1;1;0
hibp-2021-04-08-Upstox-upstox.com-Upstox;Upstox;"In April 2021, Indian brokerage firm Upstox suffered a data breach. The incident exposed extensive personal information on over 100k customers including names, genders, dates of birth, physical addresses, banking information and passwords stored as bcrypt hashes. Extensive ""know your customer"" information was also exposed including scans of bank statements, cheques and identity documents complete with Aadhaar numbers.";08.04.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2020-07-17-UtahGunExchange-utahgunexchange.com-Utah Gun Exchange;UtahGunExchange;In July 2020, the Utah Gun Exchange website suffered a data breach which included several other associated websites. In total, 235k unique email addresses were exposed before being traded online alongside names, usernames, genders, IP addresses and password hashes. The data was provided to HIBP by breachbase.pw.;17.07.20 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
hibp-2019-03-21-Utair-utair.ru-Utair;Utair;In August 2020, news broke of a data breach of Russian airline Utair that dated back to the previous year. The breach contained over 400k unique email addresses along with extensive personal information including names, physical addresses, dates of birth, passport numbers and loyalty program details.;21.03.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-06-22-Vakinha-vakinha.com.br-Vakinha;Vakinha;In June 2020, the Brazilian fund raising service Vakinha suffered a data breach which impacted almost 4.8 million members. The exposed data included email addresses, names, phone numbers, geographic locations and passwords stored as bcrypt hashes, all of which was subsequently shared extensively throughout online hacking communities. The data was provided to HIBP by dehashed.com.;22.06.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Challenge/Fun;Network;HIBP;1;0;1
hibp-2019-03-31-Vastaamo-vastaamo.fi-Vastaamo;Vastaamo;"In October 2020, the Finnish psychotherapy service Vastaamo was the subject of a ransomware attack targeting first the company itself, followed by their patients directly. The original security incident dates back to a period between late 2018 and early 2019 and exposed data including 30k unique email addresses, names, social security numbers and notes on individuals' psychotherapy sessions. This breach has been flagged as ""sensitive"" and is only searchable by owners of the email addresses and domains exposed in the incident.";31.03.19 00:00;EU;Linkability, Identifiability, Non-compliance;0;2;1;Extern (Intentional);Drive-by Compromise;;Profit-Oriented;Network;HIBP;1;0;0
hibp-2019-07-08-Vedantu-vedantu.com-Vedantu;Vedantu;In mid-2019, the Indian interactive online tutoring platform Vedantu suffered a data breach which exposed the personal data of 687k users. The JSON formatted database dump exposed extensive personal information including email and IP address, names, phone numbers, genders and passwords stored as bcrypt hashes. When contacted about the incident, Vedantu advised that they were aware of the breach and were in the process of informing their customers.;08.07.19 00:00;Non-EU;Linkability, Identifiability, Detectability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2019-02-25-VerificationsIO-verifications.io-Verifications.io;VerificationsIO;In February 2019, the email address validation service verifications.io suffered a data breach. Discovered by Bob Diachenko and Vinny Troia, the breach was due to the data being stored in a MongoDB instance left publicly facing without a password and resulted in 763 million unique email addresses being exposed. Many records within the data also included additional personal attributes such as names, phone numbers, IP addresses, dates of birth and genders. No passwords were included in the data. The Verifications.io website went offline during the disclosure process, although an archived copy remains viewable.;25.02.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2020-04-08-Vianet-vianet.com.np-Vianet;Vianet;In April 2020, the Nepalese internet service provider Vianet suffered a data breach. The attack on the ISP led to the exposure of 177k customer records including 94k unique email addresses. Also exposed were names, phone numbers and physical addresses.;08.04.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2025-06-20-VietnamAirlines-vietnamairlines.com-Vietnam Airlines;VietnamAirlines;"In October 2025, data stolen from the Salesforce instances of multiple companies by a hacking group calling itself ""Scattered LAPSUS$ Hunters"" was publicly released. Among the affected organisations was Vietnam Airlines, which had 7.3M unique customer email addresses exposed following a breach of its Salesforce environment in June of that year. The compromised data also included names, phone numbers, dates of birth, and loyalty program membership numbers.";20.06.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;0
hibp-2018-10-01-VimeWorld-vimeworld.com-VimeWorld;VimeWorld;In October 2018, the Russian Minecraft service VimeWorld suffered a data breach that was later redistributed as part of a larger corpus of data. The data included 3.1M records of usernames, email and IP addresses and passwords stored as either MD5 or bcrypt hashes.;01.10.18 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-03-14-VivaAir-vivaair.com-Viva Air;VivaAir;In March 2022, the now defunct Colombian airline Viva Air suffered a data breach and subsequent ransomware attack. Among a trove of other ransomed data, the incident exposed a log of 2.6M transactions with 932k unique email addresses, physical and IP addresses, names, phone numbers and partial credit card data (last 4 digits).;14.03.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;0
hibp-2019-06-13-VoidTO-void.to-Void.to;VoidTO;In June 2019, the hacking website Void.to suffered a data breach. There were 95k unique email addresses spread across 86k forum users and other tables in the database. A rival hacking website claimed responsibility for breaching the MyBB based forum which disclosed email and IP addresses, usernames, private messages and passwords stored as either salted MD5 or bcrypt hashes.;13.06.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2022-07-08-Vultr-vultr.com-Vultr;Vultr;"In March 2023, the ""AI-first global cloud platform"" Vultr disclosed a security incident at a third-party vendor. Dating back to the previous year, the incident was attributed to the ActiveCampaign email marketing service provider and resulted in the exposure of 188k unique email addresses. A small number of records also included name, IP address and country of origin. No Vultr systems or additional customer data were impacted. Vultr subsequently self-submitted the impacted data to HIBP.";08.07.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Drive-by Compromise;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2022-08-28-Wakanim-wakanim.tv-Wakanim;Wakanim;In August 2022, the European streaming service Wakanim suffered a data breach which was subsequently advertised and sold on a popular hacking forum. The breach exposed 6.7M customer records including email, IP and physical addresses, names and usernames.;28.08.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;0
hibp-2018-12-13-Wanelo-wanelo.com-Wanelo;Wanelo;In approximately December 2018, the digital mall Wanelo suffered a data breach. The data was later placed up for sale on a dark web marketplace along with a collection of other data breaches in April 2019. A total of 23 million unique email addresses were included in the breach alongside passwords stored as either MD5 or bcrypt hashes. After the initial HIBP load, further data containing names, shipping addresses and IP addresses were also provided to HIBP, albeit without direct association to the email addresses and passwords.;13.12.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-11-17-WashingtonStateFoodWorkerCard-foodworkercard.wa.gov-Washington State Food Worker Card;WashingtonStateFoodWorkerCard;In June 2023, the Tacoma-Pierce County Health Department announced a data breach of their Washington State Food Worker Card online training system. The breach was published to a popular hacking forum the year before and dated back to a 2018 database backup. Included in the data were 1.6M unique email addresses along with names, post codes, dates of birth and approximately 9.5k driver's licence numbers.;17.11.22 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2020-06-29-Wattpad-wattpad.com-Wattpad;Wattpad;In June 2020, the user-generated stories website Wattpad suffered a huge data breach that exposed almost 270 million records. The data was initially sold then published on a public hacking forum where it was broadly shared. The incident exposed extensive personal information including names and usernames, email and IP addresses, genders, birth dates and passwords stored as bcrypt hashes.;29.06.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Profit-Oriented;Network;HIBP;1;0;1
hibp-2021-01-06-WedMeGood-wedmegood.com-WedMeGood;WedMeGood;In January 2021, the Indian wedding planning platform WedMeGood suffered a data breach that exposed 1.3 million customers. The breach exposed 41.5GB of data including email and physical addresses, names, genders, phone numbers and password hashes. The data was provided to HIBP by dehashed.com.;06.01.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Challenge/Fun;Network;HIBP;1;0;0
hibp-2022-07-11-Weee-sayweee.com-Weee;Weee;In February 2023, data belonging to the Asian and Hispanic food delivery service Weee appeared on a popular hacking forum. Dating back to mid-2022, the data included 1.1M unique email addresses from 11M rows of orders containing names, phone numbers and delivery instructions.;11.07.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2021-03-08-WeLeakInfo-weleakinfo.com-WeLeakInfo;WeLeakInfo;"In March 2021, the Stripe account of the now-defunct WeLeakInfo service was taken over by ""pompompurin"" after acquiring an expired domain name with an email address used to manage the account. Access to Stripe then exposed almost 12k unique email addresses from customers who'd made credit card payments in order to obtain breached data hosted by WeLeakInfo. The data was subsequently leaked publicly and also included names, payment histories, IP addresses, billing addresses, partial credit card data and the organisation making the purchase.";08.03.21 00:00;Non-EU;Linkability, Identifiability, Disclosure of information, Non-compliance;0;2;2;Unknown;Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;0
hibp-2023-12-01-Welhof-welhof.com-Welhof;Welhof;In late 2023, the Dutch appliance store Welhof suffered a data breach. The incident exposed over 100k unique email addresses along with names, physical addresses and the value of purchases made.;01.12.23 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2025-12-29-WhiteDate-whitedate.net-WhiteDate;WhiteDate;"In December 2025, the dating website ""for a Europid vision"" WhiteDate suffered a data breach that was subsequently leaked online, initially exposing 6.1k unique email addresses. The leaked data included extensive personal information such as physical appearance, income, education and IQ. A more comprehensive dataset was later provided to HIBP, containing usernames, IP addresses, private messages, phpBB password hashes and a total of 20k unique email addresses.";29.12.25 00:00;Non-EU;Linkability, Identifiability, Detectability, Disclosure of information, Non-compliance;0;1;1;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
hibp-2019-06-10-WienerBuchereien--Wiener Büchereien;WienerBuchereien;In June 2019, the library of Vienna (Wiener Büchereien) suffered a data breach. The compromised data included 224k unique email addresses, names, physical addresses, phone numbers and dates of birth. The breached data was subsequently posted to Twitter by the alleged perpetrator of the breach.;10.06.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2018-10-07-WifeLovers-wifelovers.com-Wife Lovers;WifeLovers;"In October 2018, the site dedicated to posting naked photos and other erotica of wives Wife Lovers suffered a data breach. The underlying database supported a total of 8 different adult websites and contained over 1.2M unique email addresses. Wife Lovers acknowledged the breach which impacted names, usernames, email and IP addresses and passwords hashed using the weak DEScrypt algorithm. The breach has been marked as ""sensitive"" due to the nature of the site.";07.10.18 00:00;Non-EU;Linkability, Identifiability, Non-compliance;0;2;2;Extern (Intentional);Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2025-09-08-WIRED-wired.com-WIRED;WIRED;In December 2025, 2.3M records of WIRED magazine users allegedly obtained from parent company Condé Nast were published online. The most recent data dated back to the previous September and exposed email addresses and display names, as well as, for a small number of users, their name, phone number, date of birth, gender, and geographic location or full physical address. The WIRED data allegedly represents a subset of Condé Nast brands the hacker also claims to have obtained.;08.09.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2022-05-25-WiredBucks-wiredbucks.com-WiredBucks;WiredBucks;In May 2022, the now defunct social media influencer platform WiredBucks suffered a data breach that was later redistributed as part of a larger corpus of data. The incident exposed over 900k email and IP addresses alongside names, usernames, earnings via the platform, physical addresses and passwords stored as plain text.;25.05.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;;Challenge/Fun;Network;HIBP;1;0;0
hibp-2020-01-27-Wishbone2020-wishbone.io-Wishbone (2020);Wishbone2020;"In January 2020, the mobile app to ""compare anything"" Wishbone suffered another data breach which followed their breach from 2016. An extensive amount of personal information including almost 10M unique email addresses alongside names, phone numbers geographic locations and other personal attributes were leaked online and extensively redistributed. Passwords stored as unsalted MD5 hashes were also included in the breach.";27.01.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2020-07-14-WiziShop-wizishop.fr-WiziShop;WiziShop;In July 2020, the French e-commerce platform WiziShop suffered a data breach. The breach exposed 18GB worth of data including names, phone numbers, dates of birth, physical and IP addresses, SHA-1 password hashes and almost 3 million unique email addresses.;14.07.20 00:00;EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2020-10-28-Wongnai-wongnai.com-Wongnai;Wongnai;In October 2020, 17 previously undisclosed data breaches appeared for sale including the Thai restaurant, hotel and attraction finding service, Wongnai. The breach exposed almost 4M unique customer records from some time during 2020 along with names, phone numbers, links to social media profiles and passwords stored as MD5 hashes. The data was self-submitted to HIBP by Wongnai.;28.10.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2024-03-03-WoTLabs-wotlabs.net-WoTLabs;WoTLabs;"In March 2024, WoTLabs (World of Tanks Statistics and Resources) suffered a data breach and website defacement attributed to ""chromebook breachers"". The breach exposed 22k forum members' personal data including email and IP addresses, usernames, dates of birth and time zones.";03.03.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Challenge/Fun;Network;HIBP;1;0;0
hibp-2018-11-04-WPSandbox-wpsandbox.io-WPSandbox;WPSandbox;In November 2018, the WordPress sandboxing service that allows people to create temporary websites WP Sandbox discovered their service was being used to host a phishing site attempting to collect Microsoft OneDrive accounts. After identifying the malicious site, WP Sandbox took it offline, contacted the 858 people who provided information to it then self-submitted their addresses to HIBP. The phishing page requested both email addresses and passwords.;04.11.18 00:00;Non-EU;Linkability;0;1;0;Extern (Intentional);Phishing;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2019-07-01-XKCD-xkcd.com-XKCD;XKCD;In July 2019, the forum for webcomic XKCD suffered a data breach that impacted 562k subscribers. The breached phpBB forum leaked usernames, email and IP addresses and passwords stored in MD5 phpBB3 format. The data was provided to HIBP by white hat security researcher and data analyst Adam Davies.;01.07.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
hibp-2024-11-21-Yonema-yonema.com-Yonéma;Yonema;In November 2024, data from the Senegalese payment platform Yonéma was posted to a popular hacking forum. The data included 36k unique email addresses alongside phone numbers, names and what appears to be encrypted passwords and dates of birth.;21.11.24 00:00;Non-EU;Linkability, Identifiability, Detectability;0;2;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-06-22-YoteprestoCom-yotepresto.com-yotepresto.com;YoteprestoCom;In June 2020, the Mexican lending platform yotepresto.com suffered a data breach. Over 1.4 million customers were impacted by the breach which disclosed email and IP addresses, usernames and passwords stored as bcrypt hashes. The data was provided to HIBP by dehashed.com.;22.06.20 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2024-12-11-YoungLivingEssentialOils-youngliving.com-Young Living Essential Oils;YoungLivingEssentialOils;In December 2024, data claimed to be breached from the multi-level marketing company Young Living Essential Oils was posted to a popular hacking forum. The data contained 1.1M unique email addresses alongside names, the country of the account and in many cases, their date of birth. Young Living Essential Oils did not respond to multiple attempts to contact them about the data.;11.12.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2019-02-15-YouNow-younow.com-YouNow;YouNow;In February 2019, data from the live broadcasting service YouNow appeared for sale on a dark web marketplace. Whilst it's not clear what date the actual breach occurred on, the impacted data included 18M unique email addresses, IP addresses, names, usernames and links to social media profiles. As authentication is performed via social providers, no passwords were exposed in the breach. Many records didn't have associated email addresses thus the unique number is lower than the reported total number of accounts.;15.02.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2019-01-31-Youthmanual-youthmanual.com-Youthmanual;Youthmanual;In January 2019, the Indonesian college and career platform Youthmanual suffered a data breach that exposed 1.1M records of data. The breached included 938k unique email addresses along with extensive personal information including names, genders, dates and places of birth, phone numbers, physical addresses and salted SHA-1 password hashes.;31.01.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2018-10-05-YouveBeenScraped--You've Been Scraped;YouveBeenScraped;"In October and November 2018, security researcher Bob Diachenko identified several unprotected MongoDB instances believed to be hosted by a data aggregator. Containing a total of over 66M records, the owner of the data couldn't be identified but it is believed to have been scraped from LinkedIn hence the title ""You've Been Scraped"". The exposed records included names, both work and personal email addresses, job titles and links to the individuals' LinkedIn profiles.";05.10.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
